review_title,review_text,sentiment
Really Nice,value for money goods,positive
Mind-blowing purchase,best product in average price,positive
Great product,nice good,positive
Good choice,very nice,positive
Good choice,nice products,Positive
Awesome,good product ,
Excellent,good,positive
Worth every penny,nice productas expected,positive
Worth the money,good,positive
Perfect product!,good,Positive
Delightful,very nice,positive
Wonderful,nice,Positive
Excellent,very well packed good deal at very low price go for it,positive
Awesome,nice,positive
Worth the money,good,positive
Really Nice,excellent,positive
Perfect product!,very good,positive
Excellent,too good,positive
Pretty good,ok ok good,positive
Just okay,not bad productnice,positive
Does the job,ok product,Neutral
Great product,nyc product,positive
Super!,go for it ,positive
Worth every penny,good,Positive
Very Good,very good,positive
Best in the market!,good product,positive
Highly recommended,very good,
Classy product,very nice ,positive
Must buy!,so nice,Positive
Very Good,good,positive
Fabulous!,super,positive
Nice product,good product,positive
Delightful,good good,positive
Just wow!,nice product,positive
Excellent,nice thanks flipkart ,positive
Best in the market!,nice,positive
Worth every penny,lovely,positive
Great product,im happy,Positive
Very Good,nice,positive
Great product,nice product,Positive
Highly recommended,deep black loved it,positive
Highly recommended,excellent amazing,positive
Excellent,nice kajal,positive
Simply awesome,nice,Positive
Just wow!,nice kajol thank you flipkart,
Perfect product!,best kajal ,Positive
Wonderful,nyc,Positive
Does the job,best,positive
Worth the money,better product to buy,positive
Excellent,nyc,positive
Perfect product!,osm,Positive
Just wow!,good product,positive
Wonderful,nice,Positive
Wonderful,good,Positive
Really Nice,very good so much,positive
Awesome,wow,Positive
Must buy!,good product,positive
Highly recommended,fantastic,positive
Just okay,nice,positive
Terrific,good,Positive
Highly recommended,nice,Positive
Simply awesome,nice nice,Positive
Must buy!,nice,Positive
Delightful,good,positive
Worth the money,nice,positive
Highly recommended,best,positive
Simply awesome,nice kajal thanks flipkart,positive
Just wow!,nice ,positive
Very Good,nice,positive
Excellent,good product,positive
Good choice,better products,positive
Just wow!,mustt buyy itt ,Positive
Classy product,original product deep kajal thnx flipcart,positive
Worthless,very very poor quality,negative
Just wow!,excellent,positive
Brilliant,nice pack,positive
Simply awesome,its super waterproof and smudge proof also long lasting i really loved it,
Delightful,good,positive
Really Nice,im happy thanks flipkart,positive
Wonderful,good,positive
Classy product,its gud,positive
Best in the market!,ok,neutral
Perfect product!,always good,positive
Fabulous!,good product,positive
Nice,nyc,positive
Best in the market!,good,Positive
Great product,satisfied,positive
Nice product,nice,positive
Perfect product!,good,positive
Brilliant,beautiful,positive
Best in the market!,very good deal,positive
Classy product,amazing,positive
Fabulous!,ok,neutral
Worth every penny,good,Positive
Brilliant,it was gd,Positive
Must buy!,ok,neutral
Fabulous!,gd,positive
Wonderful,lakme is known for quality products go and get one for you,positive
Good quality product,very good,positive
Fabulous!,its awesome great i like it,positive
Simply awesome,original,Positive
Terrific purchase,good,Positive
Super!,very good,positive
Nice,good,positive
Wonderful,nice,positive
Wonderful,good,positive
Classy product,fine,positive
Wonderful,nice kajal very long timebold dark,positive
Perfect product!,super,positive
Terrific purchase,nice product i just loved itdelivery is fast thanks,positive
Terrific,amazing products,positive
Terrific purchase,nice,Positive
Great product,good,Positive
Super!,nice,positive
Wonderful,nice,positive
Worth every penny,nice,Positive
Fabulous!,very nice producti love its,positive
Good quality product,nc product,positive
Horrible,very poor,negative
Simply awesome,good,positive
Terrific purchase,fabulous,positive
Perfect product!,nice product,positive
Simply awesome,best in category,positive
Awesome,very gud,Positive
Value-for-money,good,positive
Value-for-money,thank you for flipkart,positive
Awesome,good,positive
Classy product,awesome,positive
Wonderful,good,Positive
Useless product,very bad product duplicate product delivered not work atleast 2 hours,negative
Great product,nice product,positive
Fabulous!,original product i really like it ,positive
Best in the market!,original product received,positive
Best in the market!,good,positive
Super!,value for money,positive
Perfect product!,owsm product ,
Decent product,good,positive
Simply awesome,so beautiful,positive
Just wow!,nice,positive
Wonderful,nice ,positive
Best in the market!,good,positive
Must buy!,good quality,positive
Terrific,ok,neutral
Brilliant,lakme kajal is very nice and l loved it,positive
Simply awesome,nice product,Positive
Terrific purchase,satisfy,positive
Terrific purchase,good products,positive
Excellent,must buy got the real kajals,positive
Decent product,ok,Neutral
Decent product,lovely,positive
Not good,very poor product,
Perfect product!,best of market,positive
Wonderful,very good product,positive
Highly recommended,nyc,positive
Wonderful,wonderful product in this prices i have ordered this many times ,positive
Decent product,good product thanks flipkart,positive
Excellent,nice product thank you flipkart,positive
Highly recommended,good ,positive
Brilliant,very nice ,positive
Fabulous!, thanks,Positive
Perfect product!,really nice,Positive
Simply awesome,good productsits really good,Positive
Value-for-money,good but for me it smudges a lot,positive
Worth every penny,long lasting not 24 hrs but whole day it lasts,positive
Nice product,good,positive
Great product,excellent,positive
Super!,its a good product exactly received the same as was shown during the online purchase,positive
Delightful,its good,Positive
Brilliant,very nice product,positive
Highly recommended,nicee,positive
Just okay,good,Positive
Highly recommended,always good,positive
Worth the money,just amazing ,positive
Terrific purchase,very good,positive
Delightful,lakme is always good bought for her and she is using this product from lakme for last 15 years,positive
Excellent,good,positive
Awesome,nice ,positive
Good quality product,nice kajal,Positive
Wonderful,good product,positive
Delightful,good,positive
Delightful,good,positive
Mind-blowing purchase,just osmgofor it,positive
Fabulous!,very good,positive
Perfect product!,nice product ,positive
Fabulous!,very good,positive
Brilliant,amazing product,positive
Worth the money,dark kajal and also stay 7 to 8 hours,Positive
Perfect product!,perfect,positive
Must buy!,awesome,positive
Value-for-money,good,positive
Brilliant,super kajal,positive
Nice product,thanks filfkard,positive
Nice,good,positive
Simply awesome,nice product,Positive
Super!,good,Positive
Classy product,it is always loved by women,positive
Highly recommended,nice,positive
Brilliant,awesome ,positive
Terrific,super product,positive
Just wow!,good product and delivery is very fast,Positive
Brilliant,good,positive
Worth the money,good,Positive
Perfect product!,perfect quality,positive
Best in the market!,good,positive
Fair,ok,
Pretty good,good,positive
Super!,nice,positive
Excellent,good,positive
Perfect product!,superb,Positive
Nice product,nice kajal long lasting i m happy ,positive
Classy product,very good product,positive
Highly recommended,nice,Positive
Great product,wow super ,positive
Good quality product,good product,positive
Awesome,good product ,positive
Terrific purchase,best,positive
Good choice,bold finishing,positive
Does the job,not at all smudge proof it gets spread like other ones eyes get black but smooth in use softer ,positive
Perfect product!,best one,positive
Pretty good,well packed thanks to flipkart and seller,positive
Good choice,gddd,Neutral
Excellent,verry good,positive
Best in the market!,nice bought for my mamam ,Neutral
Great product,super awesome ,positive
Good choice,good,positive
Very Good,good one,positive
Must buy!,good purchase,
Great product,nice,positive
